title,authors,publisher,subject,categories,maturityRating,page_count,average_rating,ratings_count,published_date,description,publish_year,page_count_scaled,publish_year_scaled,cluster_11,cluster_12,cluster
AI Superpowers,Kai-Fu Lee,Harper Business,nonfiction,Business & Economics,NOT_MATURE,275,0.0,0,2018-01-01,AI Superpowers is Kai-Fu Lee's New York Times and USA Today bestseller about the American-Chinese competition over the future of artificial intelligence.,2018,0.10684474123539232,0.9041095890410951,10,10,1
"Narrative of the Life of Frederick Douglass, an American Slave",Frederick Douglass,Penguin Classics,nonfiction,Biography & Autobiography,NOT_MATURE,228,0.0,0,2014-01-01,"""First published in the United States of America by The Anti-Slavery Office 1845""--Title page verso.",2014,0.08722871452420702,0.8493150684931479,10,10,1
Oh Crap! Potty Training,Jamie Glowacki,Simon and Schuster,nonfiction,Family & Relationships,NOT_MATURE,304,0.0,0,2015-06-16,"""Toilet-training expert Jamie Glowacki's self-published OH CRAP! POTTY TRAINING has sold more than 40,000 copies and has been the ""dirty little secret"" of moms on message boards and in parenting groups for years. Now, this proven, 6-step plan (called ""the WHAT TO EXPECT of potty training books"" for its comprehensive, no-nonsense voice) is available to the general trade audience for the first time""--",2015,0.1189482470784641,0.8630136986301338,10,10,1
Mind Over Mood,"Dennis Greenberger, Christine A. Padesky",Guilford Publications,nonfiction,Medical,NOT_MATURE,367,0.0,0,2015-10-14,"Discover simple yet powerful steps you can take to overcome emotional distress--and feel happier, calmer, and more confident. This life-changing book has already helped more than 1,300,000 readers use cognitive-behavioral therapy--one of today's most effective forms of psychotherapy--to conquer depression, anxiety, panic attacks, anger, guilt, shame, low self-esteem, eating disorders, substance abuse, and relationship problems. Revised and expanded to reflect significant scientific developments of the past 20 years, the second edition contains numerous new features: expanded content on anxiety; chapters on setting personal goals and maintaining progress; happiness rating scales; gratitude journals; innovative exercises focused on mindfulness, acceptance, and forgiveness; 25 new worksheets; and much more. Mind Over Mood will help you: *Learn proven, powerful, practical strategies to transform your life. *Follow step-by-step plans to overcome depression, anxiety, anger, guilt, and shame. *Set doable personal goals and track your progress (you can photocopy the worksheets from the book or download and print additional copies). *Practice your new skills until they become second nature. Cited as “The Most Influential Cognitive-Behavioral Therapy Publication” by the British Association for Behavioural and Cognitive Psychotherapies and included in the UK National Health Service Bibliotherapy Program. Winner (Second Place)--American Journal of Nursing Book of the Year Award, Consumer Health Category See also the Spanish-language edition: El control de tu estado de ánimo, Segunda edición. Plus, mental health professionals, see also The Clinician's Guide to CBT Using Mind Over Mood, Second Edition.",2015,0.14524207011686144,0.8630136986301338,10,10,1
Dinner with Darwin,Jonathan Silvertown,University of Chicago Press,nonfiction,Cooking,NOT_MATURE,241,0.0,0,2017-09-05,"What do eggs, flour, and milk have in common? They form the basis of crepes of course, but they also each have an evolutionary purpose. Eggs, seeds (from which flour is derived by grinding) and milk are each designed by evolution to nourish offspring. Everything we eat has an evolutionary history. Grocery shelves and restaurant menus are bounteous evidence of evolution at work, though the label on the poultry will not remind us of this with a Jurassic sell-by date, nor will the signs in the produce aisle betray the fact that corn has a 5,000 year history of artificial selection by pre-Colombian Americans. Any shopping list, each recipe, every menu and all ingredients can be used to create culinary and gastronomic magic, but can also each tell a story about natural selection, and its influence on our plates--and palates. Join in for multiple courses, for a tour of evolutionary gastronomy that helps us understand the shape of our diets, and the trajectories of the foods that have been central to them over centuries--from spirits to spices. This literary repast also looks at the science of our interaction with foods and cooking--the sights, the smells, the tastes. The menu has its eclectic components, just as any chef is entitled. But while it is not a comprehensive work which might risk gluttony, this is more than an amuse bouche, and will leave every reader hungry for more.",2017,0.09265442404006678,0.8904109589041092,10,10,1
The Five Percent,Peter Coleman,Unknown,nonfiction,Business & Economics,NOT_MATURE,288,0.0,0,2011-05-03,"A conflict resolution specialist explores the nature of disputes that become intractable quagmires, and offers cutting edge methods for solving them.",2011,0.1122704507512521,0.8082191780821901,10,10,1
Teach Your Child to Read in 100 Easy Lessons,"Phyllis Haddox, Siegfried Engelmann, Elaine Bruner",Simon and Schuster,nonfiction,Education,NOT_MATURE,416,5.0,2,1986-06-15,"* Is your child halfway through first grade and still unable to read? * Is your preschooler bored with coloring and ready for reading? * Are you worried that your child will become lost in overcrowded classrooms? * Did you know that early readers hold an advantage over their peers throughout school? * Do you want to help your child read, but are afraid you'll do something wrong? Teach Your Child to Read in 100 Easy Lessons is a complete, step-by-step program that shows parents simply and clearly how to teach their children to read. Twenty minutes a day is all you need, and within 100 teaching days your child will be reading on a solid second-grade reading level. It's a sensible, easy-to-follow, and enjoyable way to help your child gain the essential skills of reading. Everything you need is here - no paste, no scissors, no flash cards, no complicated directions - just you and your child learning together.",1986,0.16569282136894825,0.46575342465753167,10,10,1
National Audubon Society Field Guide to North American Mushrooms,"Gary Lincoff, National Audubon Society",Knopf,nonfiction,Juvenile Nonfiction,NOT_MATURE,928,0.0,0,1981-12-12,"With more than 700 mushrooms detailed with color photographs and descriptive text, this is the most comprehensive photographic field guide to the mushrooms of North America. The 762 full-color identification photographs show the mushrooms as they appear in natural habitats. Organized visually, the book groups all mushrooms by color and shape to make identification simple and accurate in the field, while the text account for each species includes a detailed physical description, information on edibility, season, habitat, range, look-alikes, alternative names, and facts on edible and poisonous species, uses, and folklore. A supplementary section on cooking and eating wild mushrooms, and illustrations identifying the parts of a mushroom, round out this essential guide.",1981,0.37938230383973287,0.3972602739726021,10,10,1
Lady First,Amy S. Greenberg,Knopf,nonfiction,BIOGRAPHY & AUTOBIOGRAPHY,NOT_MATURE,425,0.0,0,2019-01-01,"""While the Woman's Rights convention was taking place at Seneca Falls in 1848, First Lady Sarah Childress Polk was wielding influence unprecedented for a woman in Washington, D.C. Yet while history remembers the women of the convention, it has all but forgotten Sarah Polk. Now, Amy S. Greenberg's riveting biography brings Sarah's story into vivid focus. We meet Sarah as the daughter of a frontiersman who raised her to discuss politics and business with men. We see the savvy and charm she brandished to help her brilliant but unlikeable husband, James K. Polk, ascend to the White House. We watch as she exercises truly extraordinary power as First Lady: quietly manipulating elected officials, shaping foreign policy, and directing a campaign in support of America's expansionist war against Mexico. And we meet many of the enslaved men and women whose difficult labor made Sarah's political success possible. Lady First also shines a light on Sarah's many contradictions. While her marriage to James was one of equals, she firmly opposed the feminist movement's demands for what she perceived to be far-reaching equality. She banned dancing and hard liquor from the White House, but did more entertaining than any of her predecessors. During the Civil War, she worked on behalf of the Confederacy even though she claimed to be neutral. And in the late nineteenth century, she became a celebrity among female Christian temperance reformers, while she struggled to redeem her husband's tarnished political legacy. Sarah Polk's life spanned nearly the entirety of the nineteenth century, and her legacy, which profoundly transformed the South, continues to endure. Comprehensive, nuanced, and brimming with invaluable insight, Lady First is a revelation of our eleventh First Lady's complex but essential part in American feminism.""--Dust jacket.",2019,0.16944908180300502,0.917808219178081,10,10,1
Chasing New Horizons,"Alan Stern, David Grinspoon",Picador,nonfiction,Science,NOT_MATURE,316,0.0,0,2018-05-01,"Shares a behind-the-scenes account of the science, politics, egos, and public expectations that shaped the New Horizons' mission to Pluto and beyond, citing the endeavor's boundary-breaking achievements and how they reflect the collective power of shared human goals.",2018,0.12395659432387313,0.9041095890410951,10,10,1
Saving Bravo,Stephan Talty,Mariner Books,nonfiction,History,NOT_MATURE,343,0.0,0,2018-01-01,"At the height of the Vietnam War, Lt. Colonel Gene Hambleton's memory was filled with highly classified information that the Soviets and North Vietnamese badly want. When Hambleton was shot down in the midst of North Vietnam's Easter Offensive, US forces placed the entire war on hold to save a single man hiding amongst 30,000 enemy troops and tanks. After other missions fail, Navy SEAL Thomas Norris and his Vietnamese guide, Nguyen Van Kiet, volunteer to go in on foot. Talty describes the riveting story of one of the greatest rescue missions in the history of the Special Forces. -- adapted from jacket",2018,0.13522537562604342,0.9041095890410951,10,10,1
The Last Pass,Gary M. Pomerantz,Unknown,nonfiction,Biography & Autobiography,NOT_MATURE,386,0.0,0,2018-01-01,"""Out of the greatest dynasty in American professional sports history, an intimate story of race, mortality, and regret""--",2018,0.1531719532554257,0.9041095890410951,10,10,1
Field Guide to Edible Wild Plants,"Bradford Angier, David K. Foster",Unknown,nonfiction,Cooking,NOT_MATURE,292,0.0,0,2008-04-10,"Provides an illustrated guide to North American wild edible plants. In this edition, Foster revises Angier's foraging handbook, updating the taxonomy and adding more than a dozen species. Scientific information for a general audience and full-color illustrations combine with intriguing accounts of the plants' uses, making this a practical guide for modern-day foragers. --From publisher description.",2008,0.1139398998330551,0.7671232876712324,10,10,1
The Faithful Executioner,Joel F. Harrington,Macmillan,nonfiction,Biography & Autobiography,NOT_MATURE,317,0.0,0,2013-03-19,"""A work of nonfiction that explores the thoughts and experiences of one early modern executioner, Nuremberg's Frantz Schmidt (1555-1634), through his own words - a rare personal journal, in which he recorded and described all the executions and corporal punishments he administered between 1573 and his retirement in 1617""-- Provided by publisher",2013,0.12437395659432388,0.835616438356162,10,10,1
The Uninhabitable Earth,David Wallace-Wells,Unknown,nonfiction,Nature,NOT_MATURE,322,0.0,0,2019-01-01,"If your anxiety about global warming is dominated by fears of sea-level rise, you are barely scratching the surface of what terrors are possible. In California, wildfires now rage year-round; across the US storms pummel communities month after month. Wallace-Wells believes that, without a revolution in how billions of humans conduct their lives, parts of the Earth could become uninhabitable as soon as the end of this century. Food shortages, refugee emergencies, and other crises will reshape the globe. He presents a meditation on the devastation we have brought upon ourselves, and an impassioned call to action. -- adapted from publisher info",2019,0.12646076794657762,0.917808219178081,10,10,1
Giant,Don Graham,St. Martin's Press,nonfiction,Biography & Autobiography,NOT_MATURE,336,0.0,0,2018-04-10,"""Featuring James Dean, Rock Hudson, and Elizabeth Taylor, Giant is an epic film of fame and materialism, based around the discovery of oil at Spindletop and the establishment of the King Ranch of south Texas. Isolating his star cast in the wilds of West Texas, director George Stevens brought together a volatile mix of egos, insecurities, sexual proclivities, and talent. Stevens knew he was overwhelmed with Hudson's promiscuity, Taylor's high diva-dom, and Dean's egotistical eccentricity. Yet he coaxed performances out of them that made cinematic history, winning Stevens the Academy Award for Best Director and garnering nine other nominations, including a nomination for Best Actor for James Dean, who died before the film was finished. Don Graham chronicles the stories of Stevens, whose trauma in World War II intensified his ambition to make films that would tell the story of America; Edna Ferber, a considerable literary celebrity, who meets her match in the imposing Robert Kleberg, proprietor of the vast King Ranch; and Glenn McCarthy, an American oil tycoon; and Errol Flynn lookalike with a taste for Hollywood. Drawing on archival sources Graham's Giant is a comprehensive depiction of the film's production showing readers how reality became fiction and fiction became cinema. ""--Adapted from dust jacket.",2018,0.13230383973288815,0.9041095890410951,10,10,1
The Ultimate Book of Sharks,"Brian Skerry, Elizabeth Carney, Sarah Wassner Flynn",National Geographic Books,nonfiction,Fiction,NOT_MATURE,196,2.0,1,2018-01-01,An illustration-heavy exploration of the types and characteristics of sharks.,2018,0.07387312186978298,0.9041095890410951,10,10,1
The End of Everything,Katie Mack,Simon and Schuster,nonfiction,Science,NOT_MATURE,256,0.0,0,2021-05-04,"Mack looks at five ways the universe could end, and the lessons each scenario reveals about the most important concepts in cosmology. --From publisher description.",2021,0.09891485809682805,0.9452054794520528,10,10,1
Black Klansman,Ron Stallworth,Unknown,nonfiction,Biography & Autobiography,NOT_MATURE,206,0.0,0,2018-06-05,"""Soon to be a major motion picture""--Cover.",2018,0.07804674457429049,0.9041095890410951,10,10,1
El Norte,Carrie Gibson,Grove Press,nonfiction,History,NOT_MATURE,576,0.0,0,2020-02-18,"A sweeping saga of the Spanish history and influence in North America over five centuries, from the acclaimed author of Empire's Crossroads Because of our shared English language, as well as the celebrated origin tales of the Mayflower and the rebellion of the British colonies, the United States has prized its Anglo heritage above all others. However, as Carrie Gibson explains with great depth and clarity in El Norte, the nation has much older Spanish roots--ones that have long been unacknowledged or marginalized. The Hispanic past of the United States predates the arrival of the Pilgrims by a century, and has been every bit as important in shaping the nation as it exists today. El Norte chronicles the sweeping and dramatic history of Hispanic North America from the arrival of the Spanish in the early 16th century to the present--from Ponce de Leon's initial landing in Florida in 1513 to Spanish control of the vast Louisiana territory in 1762 to the Mexican-American War in 1846 and up to the more recent tragedy of post-hurricane Puerto Rico and the ongoing border acrimony with Mexico. Interwoven in this stirring narrative of events and people are cultural issues that have been there from the start but which are unresolved to this day: language, belonging, community, race, and nationality. Seeing them play out over centuries provides vital perspective at a time when it is urgently needed. In 1883, Walt Whitman meditated on his country's Spanish past: ""We Americans have yet to really learn our own antecedents, and sort them, to unify them,"" predicting that ""to that composite American identity of the future, Spanish character will supply some of the most needed parts."" That future is here, and El Norte, a stirring and eventful history in its own right, will make a powerful impact on our national understanding.",2020,0.23247078464106846,0.9315068493150669,10,10,1
Conservatism,Roger Scruton,All Points Books,nonfiction,Philosophy,NOT_MATURE,175,0.0,0,2018-06-19,"Discusses the history and evolution of the conservative tradition through the centuries, and looks at how the writings of John Locke and Thomas Hobbes have influenced modern conservatives such as Ronald Reagan and Margaret Thatcher.",2018,0.0651085141903172,0.9041095890410951,10,10,1
Boko Haram,Alexander Thurston,Princeton University Press,nonfiction,History,NOT_MATURE,346,0.0,0,2019-08-27,"""Thurston has written the definitive history of Boko Haram. By weaving a complex tapestry of politics and religion, he explains the peculiarity and potency of one of the world's most lethal jihadist insurgencies. A violent and secretive sect that was impenetrable even to experts is now laid bare.""--William McCants, author of The ISIS Apocalypse.e.",2019,0.13647746243739567,0.917808219178081,10,10,1
Ten Arguments for Deleting Your Social Media Accounts Right Now,Jaron Lanier,Henry Holt,nonfiction,Computers,NOT_MATURE,160,0.0,0,2018-05-29,"""You might have trouble imagining life without your social media accounts, but virtual reality pioneer Jaron Lanier insists that we're better off without them. In Ten Arguments for Deleting Your Social Media Accounts Right Now, Lanier, who participates in no social media, offers powerful and personal reasons for all of us to leave these dangerous online platforms""--",2018,0.05884808013355593,0.9041095890410951,10,10,1
How to Raise Successful People,Esther Wojcicki,Mariner Books,nonfiction,Business & Economics,NOT_MATURE,331,0.0,0,2019-01-01,"Outlines simple, counterintuitive approaches to raising happy, healthy, and successful children through parental demonstrations of respectful examples and child-directed activities that facilitate early independence and problem-solving skills.",2019,0.1302170283806344,0.917808219178081,10,10,1
The Selfish Gene,Richard Dawkins,Oxford University Press,nonfiction,Mathematics,NOT_MATURE,497,0.0,0,2016-01-01,With a new epilogue to the 40th anniversary edition.,2016,0.1994991652754591,0.8767123287671197,10,10,1
Alexander,Peter Tsouras,"Potomac Books, Inc.",nonfiction,Biography & Autobiography,NOT_MATURE,153,1.0,1,2004-01-01,"Alexander the Great (356-323 B.C.E.), who reigned as king of Macedonia for only thirteen years, set a flame of conquest that introduced the dynamism of Hellenism to the Mediterranean, Middle Eastern, and South Asian worlds. Re-creating their ossified cultures, he established a standard of leadership and military conquest that the most successful of Roman emperors, medieval knights, and steppe barbarians would never truly match. Julius Caesar wept that he could not surpass Alexander, while Napoleon could only dream of such invincibility. Alexander had the great fortune to be born the able son of Philip II, one of the most talented men of war and politics produced by the Hellenic world, who created for Alexander the foundation of the Macedonian state and army that would be the tools of his future greatness. Alexander's invincibility was the product of his profound genius - the perfection of body, boundless energy, imagination, daring, intellect, and vision in one man. He was a master tactician, strategist, logistician, diplomat, and statesman, with an ability to win the affection and quick obedience of others. Even his enemies fell victim to his valor and charm. His personal attributes and accomplishments were so far removed from those of ordinary men that he achieved almost superhuman status within his lifetime. Above all, he was the preeminent man of war. Even today, as the noise of battle rattles Kandahar, a city in Afghanistan that Alexander named for himself, war clings to his name.",2004,0.05592654424040068,0.7123287671232852,10,10,1
Factfulness,"Hans Rosling, Ola Rosling, Anna Rosling Rönnlund",Sceptre,nonfiction,Critical thinking,NOT_MATURE,352,0.0,0,2019-03-26,"*the #1 Sunday Times bestseller * instant New York Times bestseller * an Observer 'best brainy book of the decade' * #1 Wall Street Journal bestseller * Irish Times bestseller * Audio bestseller * Guardian bestseller * * Endorsed by Barack Obama, Bill and Melinda Gates and Tom Harford, and Longlisted for the 2018 Financial Times/McKinsey Business Book of the Year* The international bestseller by legendary statisticians Hans, Ola and Anna Rosling: inspiring and revelatory, filled with lively anecdotes and moving stories, Factfulness is an urgent and essential book that will change the way you see the world, and make you realise things are better than you thought.",2019,0.13898163606010017,0.917808219178081,10,10,1
Figuring,Maria Popova,Pantheon,nonfiction,Art,NOT_MATURE,594,0.0,0,2019-01-01,"Figuring explores the complexities of love and the human search for truth and meaning through the interconnected lives of several historical figures across four centuries--beginning with the astronomer Johannes Kepler, who discovered the laws of planetary motion, and ending with the marine biologist and author Rachel Carson, who catalyzed the environmental movement. Stretching between these figures is a cast of artists, writers, and scientists--mostly women, mostly queer--whose public contribution have risen out of their unclassifiable and often heartbreaking private relationships to change the way we understand, experience, and appreciate the universe. Among them are the astronomer Maria Mitchell, who paved the way for women in science; the sculptor Harriet Hosmer, who did the same in art; the journalist and literary critic Margaret Fuller, who sparked the feminist movement; and the poet Emily Dickinson. Emanating from these lives are larger questions about the measure of a good life and what it means to leave a lasting mark of betterment on an imperfect world: Are achievement and acclaim enough for happiness? Is genius? Is love? Weaving through the narrative is a set of peripheral figures--Ralph Waldo Emerson, Charles Darwin, Elizabeth Barrett Browning, Herman Melville, Frederick Douglass, Nathaniel Hawthorne, and Walt Whitman--and a tapestry of themes spanning music, feminism, the history of science, the rise and decline of religion, and how the intersection of astronomy, poetry, and Transcendentalist philosophy fomented the environmental movement.",2019,0.23998330550918198,0.917808219178081,10,10,1
Human by Design,Gregg Braden,Hay House,nonfiction,"Body, Mind & Spirit",NOT_MATURE,321,0.0,0,2017-01-01,"Human by Design invites you on a journey beyond Darwin's theory of evolution, beginning with the fact that we exist as we do, even more empowered, and more connected with ourselves and the world, than scientists have believed possible.* * *In one of the great ironies of the modern world, the science that was expected to solve life's mysteries has done just the opposite. New discoveries have led to more unanswered questions, created deeper mysteries, and brought us to the brink of forbidden territory when it comes to explaining our origin and existence. These discoveries reveal the following facts: - Fact 1. Our origin--Modern humans appeared suddenly on earth approximately 200,000 years ago, with the advanced brain, nervous system, and capabilities that set them apart from all other known forms of life already developed, rather than having developed slowly and gradually over a long periods of time.- Fact 2. Missing physical evidence--The relationships shown on the conventional tree of human evolution are speculative connections only. While they are believed to exist, a 150-year search has failed to produce the physical evidence that confirms the relationships shown on the evolutionary family tree.- Fact 3. New DNA evidence--The comparison of DNA between ancient Neanderthals, previously thought to be our ancestors, and early humans tells us that we did not descend from the Neanderthals.- Fact 4. A rare DNA fusion--Advanced genome analysis reveals that the DNA that sets us apart from other primates, including in our advanced brain and nervous system, is the result of an ancient and precise fusion of genes occurring in a way that suggests something beyond evolution made our humanness possible.- Fact 5. Our extraordinary abilities--We are born with the capacity to self-heal, to self-regulate longevity, to activate an enhanced immune response, and to experience deep intuition, sympathy, empathy, and, ultimately, compassion--and to do each of these on demand.In this book, New York Times best-selling author and 2017 Templeton Award nominee Gregg Braden crosses the traditional boundaries of science and spirituality to answer the timeless question at the core of our existence--Who are we?--and to reveal science-based techniques that awaken our uniquely human experiences of deep intuition, precognition, advanced states of self-healing, and much more! Beyond any reasonable doubt, Human by Design reveals that we're not what we've been told, and much more than we've ever imagined.",2017,0.12604340567612687,0.8904109589041092,10,10,1
The Oxford Illustrated History of the Holy Land,"Robert G. Hoyland, Hugh Godfrey Maturin Williamson",Unknown,nonfiction,History,NOT_MATURE,413,0.0,0,2018-01-01,"The story of the Holy Land, encompassing the three millennia that saw the birth of Judaism, Christianity, and Islam. Each chapter is written by a leading scholar and is highly illustrated with paintings, photographs, and ancient texts.",2018,0.164440734557596,0.9041095890410951,10,10,1
Lonely Planet Vietnam,Iain Stewart,Lonely Planet,nonfiction,Travel,NOT_MATURE,872,0.0,0,2022-04-22,"Lonely Planet's Vietnam is your passport to the most relevant, up-to-date advice on what to see and skip, and what hidden discoveries await you. Experience Hanois labyrinth-like Old Quarter, kayak in Halong Bay, and wander through historic Hoi An; all with your trusted travel companion. Get to the heart of Vietnam and begin your journey now! Inside Lonely Planet's Vietnam Travel Guide: Up-to-date information - all businesses were rechecked before publication to ensure they are still open after 2020s COVID-19 outbreak NEW pull-out, passport-size 'Just Landed' card with wi-fi, ATM and transport info - all you need for a smooth journey from airport to hotel What's New feature taps into cultural trends and helps you find fresh ideas and cool new areas our writers have uncovered Colour maps and images throughout Highlights and itineraries help you tailor your trip to your personal needs and interests Insider tips to save time and money and get around like a local, avoiding crowds and trouble spots Essential info at your fingertips - hours of operation, phone numbers, websites, transit tips, prices Honest reviews for all budgets - eating, sleeping, sightseeing, going out, shopping, hidden gems that most guidebooks miss Cultural insights give you a richer, more rewarding travel experience - history, people, music, landscapes, wildlife, cuisine, politics Over 80 maps Covers Hanoi, Northern Vietnam, Central Vietnam, Southeast Coast, Southwest Highlands, Ho Chi Minh City, Mekong Delta, Siem Reap & the Temples of Angkor and more The Perfect Choice: Lonely Planet's Vietnam, our most comprehensive guide to Vietnam, is perfect for both exploring top sights and taking roads less travelled. Looking for more extensive coverage? Check out Lonely Planet's Vietnam, Cambodia, Laos & Northern Thailand for a comprehensive look at all the region has to offer. About Lonely Planet: Lonely Planet is a leading travel media company, providing both inspiring and trustworthy information for every kind of traveller since 1973. Over the past four decades, we've printed over 145 million guidebooks and phrasebooks for 120 languages, and grown a dedicated, passionate global community of travellers. You'll also find our content online, and in mobile apps, videos, 14 languages, armchair and lifestyle books, ebooks, and more, enabling you to explore every day. 'Lonely Planet guides are, quite simply, like no other.'  New York Times 'Lonely Planet. It's on everyone's bookshelves; it's in every traveller's hands. It's on mobile phones. It's on the Internet. It's everywhere, and it's telling entire generations of people how to travel the world.'  Fairfax Media (Australia)",2022,0.3560100166944908,0.9589041095890387,10,10,1
Artificial Intelligence For Dummies,John Mueller,Unknown,nonfiction,Unknown,NOT_MATURE,336,0.0,0,2018-01-01,"Step into the future with AI The term ""Artificial Intelligence"" has been around since the 1950s, but a lot has changed since then. Today, AI is referenced in the news, books, movies, and TV shows, and the exact definition is often misinterpreted. Artificial Intelligence For Dummies provides a clear introduction to AI and how it's being used today. Inside, you'll get a clear overview of the technology, the common misconceptions surrounding it, and a fascinating look at its applications in everything from self-driving cars and drones to its contributions in the medical field. Learn about what AI has contributed to society Explore uses for AI in computer applications Discover the limits of what AI can do Find out about the history of AI The world of AI is fascinating-and this hands-on guide makes it more accessible than ever!",2018,0.13230383973288815,0.9041095890410951,10,10,1
Gods and Robots,Adrienne Mayor,Princeton University Press,nonfiction,History,NOT_MATURE,291,0.0,0,2018-11-27,"Traces the story of how ancient cultures envisioned artificial life, automata, self-moving devices and human enhancements, sharing insights into how the mythologies of the past related to and shaped ancient machine innovations.",2018,0.11352253756260434,0.9041095890410951,10,10,1
The Sea Around Us,Rachel Carson,"Oxford University Press, USA",nonfiction,Nature,NOT_MATURE,256,0.0,0,2018-01-01,"""[Copyright] Renewed 1979 by Roger Christie""--T.p. verso.",2018,0.09891485809682805,0.9041095890410951,10,10,1
Last Boat Out of Shanghai,Helen Zia,Unknown,nonfiction,Biography & Autobiography,NOT_MATURE,545,0.0,0,2019-01-01,"""The dramatic, real-life stories of four young people caught up in the mass exodus of Shanghai in the wake of China's 1949 Communist Revolution--a precursor to the struggles faced by emigrants today. Shanghai has historically been China's jewel, its richest, most modern and westernized city. The bustling metropolis was home to sophisticated intellectuals, entrepreneurs, and a thriving middle class when Mao's proletarian revolution emerged victorious from the long civil war. Terrified of the horrors the Communists would wreak upon their lives, citizens of Shanghai who could afford to fled in every direction. Seventy years later, the last generation to fully recall this massive exodus have opened the story to Chinese American journalist Helen Zia, who interviewed hundreds of exiles about their journey through one of the most tumultuous events of the twentieth century. From these moving accounts, Zia weaves the story of four young Shanghai residents who wrestled with the decision to abandon everything for an uncertain life as refugees in Hong Kong, Taiwan, and the U.S. Young Benny, who as a teenager became the unwilling heir to his father's dark wartime legacy, must choose between escaping Hong Kong or navigating the intricacies of a newly Communist China. The resolute Annuo, forced to flee her home with her father, a defeated Nationalist official, becomes an unwelcome young exile in Taiwan. The financially strapped Ho fights deportation in order to continue his studies in the U.S. while his family struggles at home. And Bing, given away by her poor parents, faces the prospect of a new life among strangers in America""--",2019,0.21953255425709517,0.917808219178081,10,10,1
Silence,Jane Brox,Mariner Books,nonfiction,Fiction,NOT_MATURE,325,0.0,0,2019-01-01,"Offers a history of silence as a powerful shaper of the human mind, specifically in Eastern State Penitentiary and the monastic world of Medieval Europe.",2019,0.1277128547579299,0.917808219178081,10,10,1
National Geographic Spectacle,National Geographic,National Geographic Books,nonfiction,Photography,NOT_MATURE,404,0.0,0,2018-01-01,"An exquisite photo collection showcasing awe-inducing moments from around the world, including the aurora borealis, cities made of neon lights, a great wildebeest migration, a contortionist on display--and more. In life, there are certain sights that are as beautiful as they are unforgettable--from a majestic supercell to the secrets of a deep blue ice cave to the world's largest library. These fascinating spectacles shock us in their diversity, their complexity, and their epic scale, bringing us the miraculous beauty of our planet. Featuring more than 200 color images, including acclaimed photography from the National Geographic Image Collection, this volume presents a dazzling array of natural and manmade wonders, unusual phenomena, and amusing curiosities. Each page will enlighten and inspire, presenting our world at its best.",2018,0.16068447412353923,0.9041095890410951,10,10,1
The Berry Grower's Companion,Barbara L. Bowling,Timber Press (OR),nonfiction,Gardening,NOT_MATURE,316,0.0,0,2000-01-01,"Art and science of growing strawberries, raspberries, blackberries, blueberries, grapes and other small fruit.",2000,0.12395659432387313,0.6575342465753415,10,10,1
Forked,Sarumathi Jayaraman,Oxford University Press,nonfiction,Business & Economics,NOT_MATURE,249,0.0,0,2016-01-01,"An ""examination of what we don't talk about when we talk about restaurants: Is the line cook working through a case of stomach flu because he doesn't get paid sick days? Is the busser not being promoted because he speaks with an accent? Is the server tolerating sexual harassment because tips are her only income? ... [This book] offers an insider's view of the highest--and lowest--scoring restaurants for worker pay and benefits in each sector of the restaurant industry, and with it, a new way of thinking about how and where we eat""--Amazon.com.",2016,0.09599332220367279,0.8767123287671197,10,10,1
Modern Man in Search of a Soul,C. G. Jung,Unknown,nonfiction,Jungian psychology,NOT_MATURE,294,0.0,0,2017-03-31,Modern Man in Search of a Soul is the perfect introduction to the theories and concepts of one of the most original and influential religious thinkers of the twentieth century.,2017,0.11477462437395661,0.8904109589041092,10,10,1
Surely You're Joking Mr. Feynman!,Richard P. Feynman,Penguin Group,nonfiction,Biography & Autobiography,NOT_MATURE,397,0.0,0,2018-02-06,For use in schools and libraries only. The Nobel Prize-winning theoretical physicist talks about his adventure-filled life in a series of transcribed taped discussions.,2018,0.15776293823038398,0.9041095890410951,10,10,1
Ride the Devil's Herd,John Boessenecker,Hanover Square Press,nonfiction,Unknown,NOT_MATURE,512,0.0,0,2021-11-02,"""A ripsnortin' ramble across the bloodstained Arizona desert with Wyatt Earp and company... A pleasure for thoughtful fans of Old West history, revisionist without being iconoclastic."" --Kirkus Reviews Wyatt Earp is regarded as the most famous lawman of the Old West, best known for his role in the Gunfight at the OK Corral in Tombstone, Arizona. But the story of his two-year war with a band of outlaws known as the Cowboys has never been told in full. Drawing on groundbreaking research into territorial and federal government records, John Boessenecker's Ride the Devil's Herd reveals this long-forgotten chapter of Wild West history. ""Readers who want to learn the true details about what happened before, during and after the gunfight will be rewarded... [Boessenecker] provides rich detail on the Earp family and its questionable ethics."" --Roanoke Times ""Readers interested in Wyatt Earp and 'Wild West' history will enjoy this new chronicle of the lawman's life and times."" --Library Journal",2021,0.20575959933222038,0.9452054794520528,10,10,1
What We Talk about when We Talk about Rape,Sohaila Abdulali,Unknown,nonfiction,Social Science,NOT_MATURE,226,0.0,0,2018-01-01,"""First published in Great Britain by Myriad Editions, an imprint of New Internationalist Publications, 2018""--Title page verso.",2018,0.08639398998330551,0.9041095890410951,10,10,1
