title,authors,publisher,subject,categories,maturityRating,page_count,average_rating,ratings_count,published_date,description,publish_year,page_count_scaled,publish_year_scaled,cluster_11,cluster_12,cluster
Surgeon's Mate,Linda Collison,Unknown,historical fiction,Fiction,NOT_MATURE,292,0.0,0,2011-04-01,"Patrick MacPherson is a qualified surgeon's mate; but she's not the man he claims to be. It's late October, 1762. After surviving the deadly siege of Havana, Patrick MacPherson and the rest of the ship's company are looking forward to a well deserved liberty in New York. But what happens in that colonial town will change the surgeon's mate's life in ways she could never have imagined. Using a dead man's identity, young Patricia Kelley MacPherson is making her way as Patrick MacPherson, surgeon's mate aboard His Majesty's frigate Richmond. She's become adept at bleeding, blistering, and amputating limbs; but if her cover is blown, she'll lose both her livelihood and her berth aboard the frigate. The ship's gunner alone knows her secret - or does someone else aboard suspect that Patrick MacPherson is not the man he claims to be? Surgeon's Mate, book two of the Patricia MacPherson Nautical Adventure Series, is a work of fiction inspired in part by the historical accounts of actual 17th and 18th century soldiers, sailors and marines who were in fact women. Included in this group were Christian Davies, Hannah Snell, Mary Lacy, Mary Anne Talbot, Deborah Sampson, and Chevalier d'Eon, to name but a few.",2011,0.1139398998330551,0.8082191780821901,1,1,8
Always a Stranger,Amara Royce,Kensington Publishing Corporation,historical fiction,Fiction,NOT_MATURE,238,0.0,0,2014-05-01,"When two worlds collide, anything is possible. . . An international affair, London's Great Exhibition has taken the city by storm. As its newest Royal Commissioner, Lord Skyler Ridgemont must ensure the performers are properly contracted. Among them is the delicate and graceful Hanako Sumaki. Draped in vivid silk robes, Hanako's exotic Japanese fan dance captivates Skyler--and he longs to learn more about her. . . But Hanako's enigmatic employer keeps his exquisite charge very close. The consummate artist, she shows the handsome nobleman many faces, but never her true heart, which holds a desperate secret. When Skyler learns the real reason Hanako has been brought to London, he will risk his entire world to win her trust--and save her from losing both body and soul. It's a feat that will require the type of courage only love can give. . .",2014,0.09140233722871453,0.8493150684931479,1,1,8
Missing Joseph,Elizabeth George,Bantam,mystery,Fiction,NOT_MATURE,596,0.0,0,1993-01-01,"When the vicar who has given her so much support is found dead, Deborah St. James begins a journey of personal discovery in order to find out who is responsible",1993,0.24081803005008348,0.5616438356164366,7,7,7
The Sleeping Doll,Jeffery Deaver,Simon and Schuster,mystery,Fiction,NOT_MATURE,449,4.0,8,2007-01-01,Thriller.,2007,0.17946577629382304,0.7534246575342465,7,7,7
Tyrannosaur Canyon,Douglas Preston,Macmillan,mystery,Fiction,NOT_MATURE,384,4.5,2,2005-08-23,"A moon rock missing for thirty years... Five buckets of blood-soaked sand found in a New Mexico canyon... A scientist with ambition enough to kill... A monk who will redeem the world... A dark agency with a deadly mission... The greatest scientific discovery of all time... What fire bolt from the galactic dark shattered the Earth eons ago, and now hides in that remote cleft in the southwest U.S. known as . . . Tyrannosaur Canyon? The stunning new masterwork from the acclaimed best-selling author, recently hailed by Publishers Weekly as ""better than Crichton.""",2005,0.1523372287145242,0.7260273972602711,7,7,7
The Runaway Jury,John Grisham,Dell,mystery,Fiction,NOT_MATURE,561,0.0,0,1997-01-01,The jury in a Mississippi tobacco trial appears to be manipulated and controlled.,1997,0.2262103505843072,0.6164383561643803,7,7,7
The Colorado Kid,Stephen King,Hard Crime Case,mystery,Fiction,NOT_MATURE,204,3.0,8,2005-01-01,A novice newspaperwoman gains insight into the nature of mystery itself when her mentors tell her about a 25-year-old unsolved investigation involving a dead man found on a Maine beach.,2005,0.07721202003338899,0.7260273972602711,7,7,7
Ten Big Ones,Janet Evanovich,"Farrar, Straus, and Giroux",mystery,Fiction,NOT_MATURE,356,0.0,0,2005-06-21,Bounty hunter Stephanie Plum witnesses a gang-executed robbery and police officer shooting and finds herself targeted by a California-based killer looking to claim the price that is subsequently placed on her head.,2005,0.1406510851419032,0.7260273972602711,7,7,7
A Time to Kill,John Grisham,Dell,mystery,Fiction,NOT_MATURE,530,3.5,3,1992-01-01,Courtroom drama of an inhuman crime.,1992,0.2132721202003339,0.5479452054794507,7,7,7
The Narrows,Michael Connelly,Little Brown,mystery,Fiction,NOT_MATURE,462,3.5,7,2005-03-01,"When an infamous serial killer known as the Poet reemerges, FBI agent Rachel Walling, long haunted by her unsuccessful efforts to bring him to justice, receives assistance from LAPD detective Harry Bosch.",2005,0.18489148580968282,0.7260273972602711,7,7,7
Windigo Island,William Kent Krueger,Simon and Schuster,mystery,Fiction,NOT_MATURE,352,0.0,0,2014-08-19,"When the body of a year-missing Ojibwa girl washes up on a Lake Superior island, rekindling Native American superstitions about mythical monsters, Cork O'Connor struggles to obtain information from reluctant witnesses to a brutal sex-trafficking operation.",2014,0.13898163606010017,0.8493150684931479,7,7,7
The Invisible Man,"Len Jenkin, Herbert George Wells",Dramatic Publishing,mystery,Drama,NOT_MATURE,78,0.0,0,2000-01-01,,2000,0.024624373956594326,0.6575342465753415,7,7,7
Where are the Children?,Mary Higgins Clark,Unknown,mystery,Fiction,NOT_MATURE,302,0.0,0,1992-01-01,A mother is accused in the gruesome deaths of her two children.,1992,0.1181135225375626,0.5479452054794507,7,7,7
Every Dead Thing,John Connolly,Simon and Schuster,mystery,Fiction,NOT_MATURE,484,0.0,0,2009-01-27,"Driven by visions of the dead, former NYPD detective Charlie Bird Parker tracks a serial killer from New York City to the American South--and confronts a monster beyond his imagining. Reissue.",2009,0.19407345575959933,0.7808219178082183,7,7,7
Dead Souls,Ian Rankin,Macmillan,mystery,Fiction,NOT_MATURE,452,0.0,0,2000-08-15,"Vigilantes appear in a housing complex in Edinburgh after police reveal a convicted child molester is living among them. Inspector Rebus, already up to his ears with a released serial killer, is put on the case.",2000,0.1807178631051753,0.6575342465753415,7,7,7
For the Sake of Elena,Elizabeth George,Bantam,mystery,Fiction,NOT_MATURE,468,5.0,2,1992-01-01,"Elena Weaver was a surprise to anyone meeting her for the first time. In her clingy dresses and dangling earrings she exuded a sexuality at odds with the innocence projected by the unicorn posters on her walls. While her embittered mother fretted about her welfare from her home in London, in Cambridge—where Elena was a student at St. Stephen's College—her father and his second wife each had their own very different image of the girl. As for Elena, she lived a life of casual and intense physical and emotional relationships, with scores to settle and goals to achieve--until someone, lying in wait along the route she ran every morning, bludgeoned her to death. Unwilling to turn the killing over to the local police, the university calls in New Scotland Yard. Thus, Detective Inspector Thomas Lynley and his partner, Detective Sergeant Barbara Havers, enter the rarefied world of Cambridge University, where academic gowns often hide murderous intentions. For both officers, the true identity of Elena Weaver proves elusive. Each relationship the girl left behind casts new light both on Elena and on those people who appeared to know her best—from an unsavory Swedish-born Shakespearean professor to the brooding head of the Deaf Students Union. What's more, Elena's father, a Cambridge professor under consideration for a prestigious post, is a man with his own dark secrets. While his past sins make him neurotically dedicated to Elena and blind to her blacker side, present demons drive him toward betrayal.",1992,0.1873956594323873,0.5479452054794507,7,7,7
Cards on the Table,Agatha Christie,Unknown,mystery,Fiction,NOT_MATURE,228,0.0,0,1993-01-01,"Mr. Shaitana is a strange and wealthy collector of snuff boxes and other objets d'art. One evening he invites two specialists, Superintendent Battle of Scotland Yard and crime novelist Ariadne Oliver, to a dinner party to view his special collection: four people who have committed murder and gotten away with it. As they play bridge after dinner, Shaitana is daringly murdered by someone at the party. Battle sets out to solve the crime aided, of course, by the eager Mrs. Oliver who begins with psychological deductions from the bridge score cards. After many red herrings, skeletons in the cupboard and two more deaths, Battle lays his cards on the table.",1993,0.08722871452420702,0.5616438356164366,7,7,7
Crime and Punishment,Fedor Mikhailovich Dostoevskii,Unknown,mystery,Murder,NOT_MATURE,434,0.0,0,1968-01-01,"Raskolnikov commits murder. He then must deal both with the police, and his own guilty conscience. Determined to overreach his humanity and assert his untrammelled individual will, Raskolnikov, an impoverished student living in the St. Petersburg of the Tsars, commits an act of murder and theft, and sets in motion a story which, for its excruciating suspense, its atmospheric vividness, and its profundity of characterization and vision, is almost unequaled in the literatures of the world. The best known of Dostoevsky's masterpieces, Crime and Punishment can bear any amount of rereading without losin a drop of its power over our imagination.",1968,0.17320534223706177,0.21917808219177815,7,7,7
Frost Burned,Patricia Briggs,Ace,mystery,Fiction,NOT_MATURE,322,0.0,0,2014-01-28,Originally published in hardcover in 2013.,2014,0.12646076794657762,0.8493150684931479,7,7,7
Agatha Raisin and the Witch of Wyckhadden,M. C. Beaton,Macmillan,mystery,Fiction,NOT_MATURE,228,5.0,1,2000-06-15,"Sleuth Agatha Raisin, rendered half-bald by a revengeful hairdresser, travels to a British seaside town to recuperate. But her holiday is spoiled by the murder of two local witches.",2000,0.08722871452420702,0.6575342465753415,7,7,7
The Dogs of Riga,Henning Mankell,Harvill Press,mystery,Detective and mystery stories,NOT_MATURE,326,0.0,0,2001-01-01,"February, 1991. A life raft washes ashore in Skne carrying two dead men in expensive suits, shot gangland-style. Inspector Kurt Wallander and his team determine that the men were Eastern European criminals. But what appears in Sweden to be an open-and-shut case soon plunges Wallander into an alien world of police surveillance, thinly veiled threats, and life-endangering lies. When another murder is committed, Wallander must travel to Riga, Latvia, at the peak of the massive social and political upheaval that preceded the nation's independence from the Soviet Union. Struggling to catch up with the culprits he pursues in this shadowy nation, Wallander finds that he must make a choice, decide who is lying and who is telling the truth, and test his bravery.",2001,0.12813021702838065,0.6712328767123275,7,7,7
Ten Second Staircase,Christopher Fowler,Bantam,mystery,Artists,NOT_MATURE,492,0.0,0,2007-01-01,"It's a crime tailor-made for the Peculiar Crimes Unit: a controversial artist is murdered and displayed as part of her own outrageous installation. No suspects, no motive, no evidence-it's business as usual for the Unit's cantankerous founding partners, Arthur Bryant and John May. But this time they have an eyewitness. According to twelve-year-old Luke Tripp, the killer was a cape-clad highwayman atop a black stallion. As implausible as the boy's story sounds, Bryant and May take it seriously when ""The Highwayman"" is spotted again, striking a dramatic pose at the scene of his next outlandish murder. Whatever the killer's real identity, he seems intent on killing off a string of minor celebrities while becoming one himself. As the tabloids look to make a quick bundle on ""Highwayman Fever,"" Bryant and May, along with the newest member of the Unit, May's agoraphobic granddaughter, April, find themselves sorting out a case involving an unlikely combination of artistic rivalries, sleazy sex affairs, the Knights Templars, and street gang feuds. To do it, they're going to have to use every orthodox-and unorthodox-means at their disposal, including myth, witchcraft, and the psychogeographic history of the city's ""monsters,"" past and present. And if one unsolvable crime weren't enough, this case has disturbing links to a decades-old killing spree that nearly destroyed the partnership of Bryant and May once before...and may again. The Peculiar Crimes Unit is one murder away from being closed down for good-and that murder could be their own. From the Hardcover edition.",2007,0.19741235392320536,0.7534246575342465,7,7,7
The Golden Ball and Other Stories,Agatha Christie,Berkley,mystery,Fiction,NOT_MATURE,244,0.0,0,1984-01-01,"It was an offer the St. Vincent family could not refuse -- a splendid mansion, complete with servants, with nothing asked for in return! But young Rupert St. Vincent suspected a sinister trap ...",1984,0.09390651085141904,0.43835616438355984,7,7,7
"The Beekeeper's Apprentice ; Or, on the Segregation of the Queen",Laurie R. King,Bantam,mystery,Fiction,NOT_MATURE,454,4.0,5,1996-01-01,"A chance meeting with an elderly beekeeper turns into a pivotal, personal transformation when fifteen-year-old Mary Russell discovers that the beekeeper is the reclusive Sherlock Holmes, who soon takes on the role of mentor and teacher.",1996,0.1815525876460768,0.6027397260273943,7,7,7
The Bone Garden,Tess Gerritsen,Random House Large Print Publishing,mystery,Fiction,NOT_MATURE,568,0.0,0,2007-01-01,"The discovery of the skeleton of a woman murdered two centuries earlier sends medical examiner Maura Isles on the trail of a long-dead serial killer who terrorized Boston with crimes in which Norris Marshall, a Harvard Medical School student, had become the prime suspect.",2007,0.22913188647746244,0.7534246575342465,7,7,7
The Seventh Function of Language,Laurent Binet,Unknown,mystery,Fiction,NOT_MATURE,369,0.0,0,2017-08-01,"The suspicious death of literary critic Roland Barthes in 1980 Paris reveals the secret history of the French intelligentsia, plunging a hapless police detective into the depths of literary theory as it was documented in a famed linguist's lost manuscript.",2017,0.14607679465776294,0.8904109589041092,7,7,7
The Curious Incident of the Dog in the Night-time,Mark Haddon,Vintage,mystery,Fiction,NOT_MATURE,288,4.5,5,2003-01-01,"YA. Murder mystery. Despite his overwhelming fear of interacting with people, Christopher, a mathematically-gifted, autistic fifteen-year-old boy, decides to investigate the murder of a neighbour's dog and uncovers secret information about his mother. Whitbread book of the year 2003. WAYRBA list 2005.",2003,0.1122704507512521,0.6986301369862993,7,7,7
Funeral in Blue,Anne Perry,Fawcett,mystery,Fiction,NOT_MATURE,355,0.0,0,2002-01-01,"When two women, one of them the wife of the accused killer, are found strangled in the studio of a London artist, William Monk, his wife Hester, and Lady Callandra Daviot set out to clear their friend's name.",2002,0.14023372287145242,0.6849315068493134,7,7,7
The Falls,Ian Rankin,Macmillan,mystery,Fiction,NOT_MATURE,516,3.5,3,2003-02-17,Donated.,2003,0.20742904841402338,0.6986301369862993,7,7,7
The Redeemer,Jo Nesbø,Random House,mystery,Fiction,NOT_MATURE,578,0.0,0,2009-01-01,"As Christmas approaches, Detective Harry Hole investigates the murder of a Salvation Army singer, who turns out to have been shot by mistake.",2009,0.23330550918196996,0.7808219178082183,7,7,7
"Weep No More, My Lady",Mary Higgins Clark,Dell Publishing Company,mystery,Fiction,NOT_MATURE,388,0.0,0,1987-01-01,"Cypress Point -- the ultimate California spa where the rich and famous pursue health and beauty in unalloyed luxury. But lovely young Elizabeth Lange is after something else: the truth about the death of her beloved sister -- a famous actress who plunged from the balcony of her Manhattan penthouse. What she finds will determine the fate of Ted Winters, the handsome business tycoon who stands accused of her murder. Against a Monterey background that sparkles with sun, money, and glamour, Elizabeth stalks shadows that darken with dread and danger... shadows that threaten to reveal the stunning truth about her sister -- and herself.",1987,0.1540066777963272,0.4794520547945176,7,7,7
The Black Tower,P. D. James,Scribner Book Company,mystery,Fiction,NOT_MATURE,282,0.0,0,1975-01-01,"Responding to an old friend's call, Commander Adam Dalgliesh travels to Toynton Grange, a convalescence home in Dorset, where he finds his friend dead and, himself weakened by a recent illness, encounters multiple murder and malicious intrigue.",1975,0.10976627712854758,0.3150684931506831,7,7,7
The Clocks,Agatha Christie,Leicester : Ulverscroft,mystery,Fiction,NOT_MATURE,416,0.0,0,1983-04-01,"Hercule Poirot, the relentless Belgian detective, investigates when a body is found in Miss Millicent Pebmarsh's sitting room with four strange clocks set at 4:13.",1983,0.16569282136894825,0.42465753424657393,7,7,7
Blood Brothers,Nora Roberts,Piatkus Books,mystery,Fiction,NOT_MATURE,321,0.0,0,2007-01-01,"In the small village of Hawkins Hollow, three best friends who share the same birthday sneak off into the woods for a sleepover the evening before turning 10. But a night of celebration turns into a night of horror as their blood brother oath unleashes a three-hundred-year-old curse.Twenty-one years later, Cal Hawkins and his friends have seen their town plagued by a week of unexplainable evil events two more times - every seven years. Quinn is a well known investigative journalist, and despite Cal's protests, she insists on delving into the mystery. But when the first signs of evil appear months early, it's not only the town Cal has to protect, but also his heart.",2007,0.12604340567612687,0.7534246575342465,7,7,7
The Tenth Justice,Brad Meltzer,William Morrow & Company,mystery,Fiction,NOT_MATURE,389,3.0,4,1997-01-01,"When Ben Addison, a new clerk for a Supreme Court justice, makes an error in judgement that leaves him open to blackmail, he turns for help to Lisa, a fellow clerk, and his housemates, who work in the State Department, a senator's office, and a Washington newspaper",1997,0.15442404006677798,0.6164383561643803,7,7,7
The Athenian Murders,"José Carlos Somoza, Sonia Soto",Farrar Straus & Giroux,mystery,Fiction,NOT_MATURE,262,0.0,0,2002-01-01,"In a dual story set in ancient Greece and modern times, the idealistic Diagoras teams up with Heracles Pontor to solve the murders of young Pluto's Academy students, and the present-day translator of the ancient text pursues what he believes to be a hidden meaning in the words of the writer. 20,000 first printing.",2002,0.10141903171953257,0.6849315068493134,7,7,7
Run River,Joan Didion,"New York : Pocket Books ; Markham, Ont. : Distributed in Canada by PaperJacks",mystery,Fiction,NOT_MATURE,278,0.0,0,1963-01-01,"Joan Didion's electrifying first novel begins with a murder on the bank of the Sacramento River--a murder that is at once an act of vengeance and a blind attempt to shore up a disintegrating marriage. Out of that act, Didion constructs a tragic and beautifully nuanced work of fiction.",1963,0.10809682804674459,0.15068493150684859,7,7,7
High Five,Janet Evanovich,"Farrar, Straus, and Giroux",mystery,Fiction,MATURE,356,0.0,0,2000-06-15,Bounty hunter Stephanie Plum and her usual cohorts search for seventy-two year old Uncle Fred who has a drawer full of photographs of body parts.,2000,0.1406510851419032,0.6575342465753415,7,7,7
The Curious Incident of the Dog in the Night-Time,"Simon Stephens, Mark Haddon",A&amp;C Black,mystery,Drama,NOT_MATURE,111,4.0,1,2012-09-24,"Christopher, stands beside Mrs Shears's dead dog. It has been speared with a garden fork, it is seven minutes after midnight, and Christopher is under suspicion. He records each fact in the book he is writing to solve the mystery of who murdered Wellington.",2012,0.038397328881469114,0.821917808219176,7,7,7
The Philosophy of Science Fiction Film,Steven Sanders,University Press of Kentucky,science fiction,Performing Arts,NOT_MATURE,241,4.0,2,2007-12-14,"The science fiction genre maintains a remarkable hold on the imagination and enthusiasm of the filmgoing public, captivating large audiences worldwide and garnering ever-larger profits. Science fiction films entertain the possibility of time travel and extraterrestrial visitation and imaginatively transport us to worlds transformed by modern science and technology. They also provide a medium through which questions about personal identity, moral agency, artificial consciousness, and other categories of experience can be addressed. In The Philosophy of Science Fiction Film, distinguished authors explore the storylines, conflicts, and themes of fifteen science fiction film classics, from Metropolis to The Matrix. Editor Steven M. Sanders and a group of outstanding scholars in philosophy, film studies, and other fields raise science fiction film criticism to a new level by penetrating the surface of the films to expose the underlying philosophical arguments, ethical perspectives, and metaphysical views. Sanders's introduction presents an overview and evaluation of each essay and poses questions for readers to consider as they think about the films under discussion.The first section, ""Enigmas of Identity and Agency,"" deals with the nature of humanity as it is portrayed in Blade Runner, Dark City, Frankenstein, Invasion of the Body Snatchers, and Total Recall. In the second section, ""Extraterrestrial Visitation, Time Travel, and Artificial Intelligence,"" contributors discuss 2001: A Space Odyssey, The Terminator, 12 Monkeys, and The Day the Earth Stood Still and analyze the challenges of artificial intelligence, the paradoxes of time travel, and the ethics of war. The final section, ""Brave Newer World: Science Fiction Futurism,"" looks at visions of the future in Metropolis, The Matrix, Alphaville, and screen adaptations of George Orwell's 1984.",2007,0.09265442404006678,0.7534246575342465,5,5,9
Science Fact and Science Fiction,Brian M. Stableford,Taylor & Francis,science fiction,Fiction,NOT_MATURE,758,5.0,1,2006-01-01,Publisher description,2006,0.30843071786310516,0.739726027397257,4,4,7
Science Fiction Prototyping,Brian David Johnson,Morgan & Claypool Publishers,science fiction,Computers,NOT_MATURE,191,0.0,0,2011-01-01,"Science fiction is the playground of the imagination. If you are interested in science or fascinated with the future then science fiction is where you explore new ideas and let your dreams and nightmares duke it out on the safety of the page or screen. But what if we could use science fiction to do more than that? What if we could use science fiction based on science fact to not only imagine our future but develop new technologies and products? What if we could use stories, movies and comics as a kind of tool to explore the real world implications and uses of future technologies today? Science Fiction Prototyping is a practical guide to using fiction as a way to imagine our future in a whole new way. Filled with history, real world examples and conversations with experts like best selling science fiction author Cory Doctorow, senior editor at Dark Horse Comics Chris Warner and Hollywood science expert Sidney Perkowitz, Science Fiction Prototyping will give you the tools you need to begin designing the future with science fiction. The future is Brian David Johnson's business. As a futurist at Intel Corporation, his charter is to develop an actionable vision for computing in 2021. His work is called ""future casting""-using ethnographic field studies, technology research, trend data, and even science fiction to create a pragmatic vision of consumers and computing. Johnson has been pioneering development in artificial intelligence, robotics, and reinventing TV. He speaks and writes extensively about future technologies in articles and scientific papers as well as science fiction short stories and novels (Fake Plastic Love and Screen Future: The Future of Entertainment, Computing and the Devices We Love). He has directed two feature films and is an illustrator and commissioned painter. Table of Contents: Preface / Foreword / Epilogue / Dedication / Acknowledgments / 1. The Future Is in Your Hands / 2. Religious Robots and Runaway Were-Tigers: A Brief Overview of the Science and the Fiction that Went Into Two SF Prototypes / 3. How to Build Your Own SF Prototype in Five Steps or Less / 4. I, Robot: From Asimov to Doctorow: Exploring Short Fiction as an SF Prototype and a Conversation With Cory Doctorow / 5. The Men in the Moon: Exploring Movies as an SF Prototype and a Conversation with Sidney Perkowitz / 6. Science in the Gutters: Exploring Comics as an SF Prototype and a Conversation With Chris Warner / 7. Making the Future: Now that You Have Developed Your SF Prototype, What's Next? / 8. Einstein's Thought Experiments and Asimov's Second Dream / Appendix A: The SF Prototypes / Notes / Author Biography",2011,0.07178631051752922,0.8082191780821901,6,5,9
Science Fiction,"Isaac Asimov, Greg Walz-Chojnacki, Francis Reddy",Gareth Stevens Publishing,science fiction,Juvenile Nonfiction,NOT_MATURE,38,0.0,0,1995-01-01,This book compares science fiction with science fact.,1995,0.007929883138564273,0.5890410958904084,5,5,9
The Supernatural and English Fiction,Glen Cavaliero,"Oxford University Press, USA",science fiction,History,NOT_MATURE,296,0.0,0,1995-01-01,"This book is the first ever to describe and discuss all the principal English writers who have handled the subject of the supernatural. Among those included in Glen Cavaliero's absorbing study are James Hogg, Sheridan Le Fanu, Henry James, Rudyard Kipling, Walter de la Mare, M. R. James, John Cowper Powys, William Golding, Iris Murdoch, and Muriel Spark. As well as analysing the senses in which the supernatural may be understood, he relates them to different kinds of fiction, such as the Gothic novel, the occultist romance, the ghost story, novels of paranormal psychology, nature mysticism, and late twentieth-century uses of allegory and fable. He examines the impact of supernaturalist themes upon naturalistic writers, and discusses the relevance of the supernatural to the question of the truthfulness of fiction, and to contemporary literary theory and its ideological accompaniments.",1995,0.1156093489148581,0.5890410958904084,5,5,9
Stranger Than Fiction,Melvin Berger,Unknown,science fiction,Juvenile Nonfiction,NOT_MATURE,100,0.0,0,1990-01-01,"This account explores the world of killer bees, fire ants, & other such bugs.",1990,0.033806343906510855,0.5205479452054789,5,5,9
The Country of the Pointed Firs and Other Fiction,Sarah Orne Jewett,"Oxford University Press, USA",science fiction,Fiction,NOT_MATURE,404,0.0,0,1996-01-01,"This volume includes Jewett's classic novella and 13 of her short stories, written towards the end of her career. The introduction, a pharmacopoeia, and extensive explanatory notes suggest a variety of ways to explore Jewett's subtle fiction.",1996,0.16068447412353923,0.6027397260273943,4,4,7
Music in Contemporary British Fiction,Gerry Smyth,Palgrave MacMillan,science fiction,Fiction,NOT_MATURE,264,0.0,0,2008-11-20,Movie Watchers Guide to Enlightenment describes helpful movies in healing and Awakening to Truth.,2008,0.10225375626043406,0.7671232876712324,4,4,7
A Comprehensive Bibliography of Elementary Books on Science and Mathematics,"Carl J. Leibel, inc., La Puente, Calif",Unknown,science fiction,Children's literature,NOT_MATURE,80,0.0,0,1960-01-01,,1960,0.025459098497495825,0.1095890410958873,5,5,9
Futures Unlimited,"Robert M. Fitch, Cordell M. Svengalis","Washington, D.C. : National Council for the Social Studies",science fiction,"Body, Mind & Spirit",NOT_MATURE,100,0.0,0,1979-01-01,,1979,0.033806343906510855,0.36986301369862673,5,5,9
Reaching for the High Frontier,Michael Michaud,Praeger,science fiction,Science,NOT_MATURE,470,0.0,0,1986-12-03,"Reaching for the High Frontier tells the story of the pro-space movement from the end of the moon landing program to the beginning of the space station program. It describes the origins, constituencies, and goals of the various groups in the movement, and reviews their tactics, successes, and the opportunities they may have missed.",1986,0.1882303839732888,0.46575342465753167,6,6,6
Science Digest,Unknown,Unknown,science fiction,Science,NOT_MATURE,368,0.0,0,1983-01-01,,1983,0.1456594323873122,0.42465753424657393,6,6,6
Popular Science,Unknown,Unknown,science fiction,Periodicals,NOT_MATURE,1848,0.0,0,1954-01-01,,1954,0.7633555926544241,0.027397260273971824,5,5,9
The First Men in the Moon,H. G. Wells,Createspace Independent Publishing Platform,science fiction,Unknown,NOT_MATURE,222,0.0,0,2018-03-01,"Of the enormous body of work produced by H. G. Wells - more than a book a year over the course of half a century - the early science fiction novels that first made him famous have proved to be the most enduring and have earned him the sobriquet ""the father of modern science fiction."" In the 1901 classic The First Men in the Moon, Wells reveals not only a fertile imagination at ease with biological and astronomical phenomena, but also a passionate concern for man and society. His ""first men in the moon"" prove to be the eccentric Mr. Cavor and his traveling companion, Mr. Bedford, who navigate a gravity-defying sphere through space before executing a rough landing on the moon. As castaways from earth, they practice lunar locomotion, get lost in the wilds of a moon jungle, and confront intelligent life forms living in lunar caverns. Through the adventures of these two earthlings, the author is able to look at mankind from a distance and, in his words, ""burlesque the effects of specialization."" The result is a delightful tale filled with adventure, romance, and fantasy that is still capable of stirring the imagination of readers in the 21st century. ""[Wells's science-fiction novels] achieve a near poetry which makes them part of the popular mythology of their age ... the best of his work has a vitality, a verve, an imaginative compulsion unsurpassed by any of his contemporaries."" - N. C. Nicholson, author of H. G. Wells.",2018,0.08472454090150251,0.9041095890410951,8,8,9
Opus Three Hundred,Isaac Asimov,Unknown,science fiction,Fiction,NOT_MATURE,404,4.0,1,1984-01-01,"Contains a collection of essays, studies and short stories divided into subject categories. Includes behindthe-scenes accounts of how the author conceives his writings.",1984,0.16068447412353923,0.43835616438355984,4,4,7
Teaching Children Science: an Inquiry Approach,"Louis I. Kuslan, A. Harris Stone",Unknown,science fiction,Learning by discovery,NOT_MATURE,488,0.0,0,1968-01-01,,1968,0.19574290484140236,0.21917808219177815,5,5,9
Brave New Universe,Tom Henighan,Unknown,science fiction,Science,NOT_MATURE,212,0.0,0,1980-01-01,,1980,0.080550918196995,0.3835616438356162,6,6,6
Holt Anthology of Science Fiction,Holt Rinehart & Winston,Holt McDougal,science fiction,Juvenile Fiction,NOT_MATURE,324,0.0,0,2000-05-01,Includes: an introduction to the genre of science fiction -- stories relating to the various areas of science by leading authors in the field -- Bibliographical information on authors -- References for additional reading -- Critical thinking questions.,2000,0.12729549248747915,0.6575342465753415,5,5,9
The History of Science Fiction,A. Roberts,Springer,science fiction,Fiction,NOT_MATURE,385,0.0,0,2005-11-28,"The History of Science Fiction traces the origin and development of science fiction from Ancient Greece up to the present day. The author is both an academic literary critic and acclaimed creative writer of the genre. Written in lively, accessible prose it is specifically designed to bridge the worlds of academic criticism and SF fandom.",2005,0.15275459098497496,0.7260273972602711,4,4,7
The Invisible Man and The Island of Dr. Moreau (A Reader's Library Classic Hardcover),H. G. Wells,Unknown,science fiction,Unknown,NOT_MATURE,316,0.0,0,2021-02-05,Two of H. G. Wells's most famous novels in one book - The Invisible Man and The Island of Dr. Moreau.,2021,0.12395659432387313,0.9452054794520528,8,8,9
Second Variety,Philip K. Dick,BoD - Books on Demand,science fiction,Science,NOT_MATURE,50,0.0,0,2024-02-11,"""Second Variety"" is a science fiction short story written by Philip K. Dick. It was first published in 1953 and is part of Dick's collection of short stories. The story is set in a post-apocalyptic future where Earth is devastated by war, and two factions are locked in a conflict. The narrative explores themes of identity, trust, and the consequences of advanced technology. Philip K. Dick is known for his thought-provoking and often dystopian science fiction works. ""Second Variety"" is an example of his exploration of the impact of technology on society and the blurred lines between human and artificial intelligence. If you are a fan of Philip K. Dick's writing or enjoy science fiction that delves into philosophical and existential themes, ""Second Variety"" could be a compelling read. You may find it in collections of Dick's short stories or anthologies of science fiction literature.",2024,0.01293823038397329,0.9863013698630105,6,6,6
American Novelists Since World War II.,"James Richard Giles, Wanda H. Giles",Dictionary of Literary Biograp,science fiction,Biography & Autobiography,NOT_MATURE,416,0.0,0,1996-01-01,Contains biographical sketches of writers who either began writing novels after 1945 or have done their most important work since then.,1996,0.16569282136894825,0.6027397260273943,2,2,4
The Testament,John Grisham,Doubleday,thriller,Fiction,NOT_MATURE,452,0.0,0,1999-02-02,"A suicidal billionaire, a burnt-out Washington litigator, and a woman who has forsaken technology to work in the wilds of Brazil are all brought together by an astounding mystery of the testament.",1999,0.1807178631051753,0.6438356164383556,9,9,10
The Dark Half,Stephen King,Viking Adult,thriller,Fiction,NOT_MATURE,454,0.0,0,1989-01-01,"Evidence indicates that Thad Beaumont whose novels seem to be the product of a twisted imagination, may just be quilty of a series of monstrous murders. Copyright © Libri GmbH. All rights reserved.",1989,0.1815525876460768,0.506849315068493,9,9,10
